"id","student_name","admission_date","major","gpa","email","phone","address","city","state","zip_code","country","enrollment_status","tuition_paid","scholarship","date_of_birth","emergency_contact","emergency_phone","academic_advisor","graduation_year","last_updated"
802,"Student 802","2025-03-18","Physics","2.73","student802@example.com","(667) 736-6302","802 Main St","Chicago","IL","09563","USA","Part-Time","24416.46",False,"1995-10-12","Contact 802","(793) 328-6397","Advisor 3",2026,"2025-08-20 00:13:10.943657"
803,"Student 803","2024-10-11","Biology","0.45","student803@example.com","(223) 162-3163","803 Main St","Houston","TX","39605","USA","On-Leave","22945.17",False,"1995-09-24","Contact 803","(997) 386-5215","Advisor 4",2027,"2025-08-20 00:13:10.943657"
804,"Student 804","2024-09-18","History","3.90","student804@example.com","(693) 114-7418","804 Main St","Phoenix","AZ","43285","USA","Full-Time","11927.50",False,"1995-05-18","Contact 804","(335) 691-0243","Advisor 5",2024,"2025-08-20 00:13:10.943657"
805,"Student 805","2025-07-05","Computer Science","1.97","student805@example.com","(256) 282-6131","805 Main St","New York","NY","11495","USA","Part-Time","17107.14",True,"1995-07-27","Contact 805","(373) 525-4976","Advisor 6",2025,"2025-08-20 00:13:10.943657"
806,"Student 806","2025-06-09","Mathematics","3.05","student806@example.com","(639) 150-8645","806 Main St","Los Angeles","CA","73713","USA","On-Leave","26849.93",False,"1995-08-04","Contact 806","(711) 239-0578","Advisor 7",2026,"2025-08-20 00:13:10.943657"
807,"Student 807","2025-07-04","Physics","1.72","student807@example.com","(622) 285-8725","807 Main St","Chicago","IL","82032","USA","Full-Time","41039.74",False,"1995-03-11","Contact 807","(193) 682-1816","Advisor 8",2027,"2025-08-20 00:13:10.943657"
808,"Student 808","2025-05-06","Biology","3.88","student808@example.com","(508) 436-6925","808 Main St","Houston","TX","95784","USA","Part-Time","4400.30",False,"1995-11-18","Contact 808","(524) 580-3868","Advisor 9",2024,"2025-08-20 00:13:10.943657"
809,"Student 809","2024-08-31","History","0.59","student809@example.com","(608) 630-4146","809 Main St","Phoenix","AZ","92235","USA","On-Leave","11346.24",False,"1995-02-10","Contact 809","(520) 140-1441","Advisor 10",2025,"2025-08-20 00:13:10.943657"
810,"Student 810","2024-10-29","Computer Science","1.60","student810@example.com","(634) 196-5039","810 Main St","New York","NY","55065","USA","Full-Time","5103.57",True,"1995-12-06","Contact 810","(963) 490-7399","Advisor 1",2026,"2025-08-20 00:13:10.943657"
811,"Student 811","2025-03-03","Mathematics","1.63","student811@example.com","(871) 402-6390","811 Main St","Los Angeles","CA","81812","USA","Part-Time","8994.68",False,"1995-05-26","Contact 811","(308) 517-4239","Advisor 2",2027,"2025-08-20 00:13:10.943657"
812,"Student 812","2025-03-14","Physics","1.92","student812@example.com","(572) 131-2427","812 Main St","Chicago","IL","18498","USA","On-Leave","7884.32",False,"1995-09-02","Contact 812","(645) 287-7895","Advisor 3",2024,"2025-08-20 00:13:10.943657"
813,"Student 813","2024-12-07","Biology","1.38","student813@example.com","(831) 877-0457","813 Main St","Houston","TX","37579","USA","Full-Time","11945.53",False,"1995-05-31","Contact 813","(292) 283-1572","Advisor 4",2025,"2025-08-20 00:13:10.943657"
814,"Student 814","2025-07-22","History","3.98","student814@example.com","(181) 782-4677","814 Main St","Phoenix","AZ","11291","USA","Part-Time","22233.41",False,"1995-11-27","Contact 814","(606) 908-8642","Advisor 5",2026,"2025-08-20 00:13:10.943657"
815,"Student 815","2024-11-19","Computer Science","1.67","student815@example.com","(797) 611-6351","815 Main St","New York","NY","84470","USA","On-Leave","6302.34",True,"1995-04-06","Contact 815","(837) 286-9828","Advisor 6",2027,"2025-08-20 00:13:10.943657"
816,"Student 816","2025-06-20","Mathematics","2.58","student816@example.com","(296) 135-9928","816 Main St","Los Angeles","CA","43932","USA","Full-Time","27603.85",False,"1995-08-22","Contact 816","(452) 688-8648","Advisor 7",2024,"2025-08-20 00:13:10.943657"
817,"Student 817","2024-09-30","Physics","0.35","student817@example.com","(584) 408-1135","817 Main St","Chicago","IL","69680","USA","Part-Time","2031.52",False,"1995-07-08","Contact 817","(212) 335-1900","Advisor 8",2025,"2025-08-20 00:13:10.943657"
818,"Student 818","2024-11-11","Biology","1.52","student818@example.com","(882) 162-1522","818 Main St","Houston","TX","39037","USA","On-Leave","43577.19",False,"1995-05-22","Contact 818","(437) 115-6377","Advisor 9",2026,"2025-08-20 00:13:10.943657"
819,"Student 819","2025-03-19","History","1.91","student819@example.com","(423) 360-7549","819 Main St","Phoenix","AZ","58447","USA","Full-Time","20888.37",False,"1995-07-25","Contact 819","(167) 235-3185","Advisor 10",2027,"2025-08-20 00:13:10.943657"
820,"Student 820","2025-01-26","Computer Science","1.39","student820@example.com","(136) 285-7975","820 Main St","New York","NY","53325","USA","Part-Time","14128.32",True,"1995-01-25","Contact 820","(874) 165-3284","Advisor 1",2024,"2025-08-20 00:13:10.943657"
821,"Student 821","2024-09-27","Mathematics","2.95","student821@example.com","(686) 181-2515","821 Main St","Los Angeles","CA","37604","USA","On-Leave","1619.16",False,"1995-08-21","Contact 821","(241) 638-5490","Advisor 2",2025,"2025-08-20 00:13:10.943657"
822,"Student 822","2025-01-23","Physics","2.05","student822@example.com","(733) 775-8476","822 Main St","Chicago","IL","60297","USA","Full-Time","30747.46",False,"1995-01-13","Contact 822","(236) 972-5366","Advisor 3",2026,"2025-08-20 00:13:10.943657"
823,"Student 823","2025-04-03","Biology","3.54","student823@example.com","(750) 949-8092","823 Main St","Houston","TX","41279","USA","Part-Time","6754.54",False,"1995-09-24","Contact 823","(971) 895-4461","Advisor 4",2027,"2025-08-20 00:13:10.943657"
824,"Student 824","2025-06-16","History","2.53","student824@example.com","(165) 841-8208","824 Main St","Phoenix","AZ","69756","USA","On-Leave","39910.20",False,"1995-09-21","Contact 824","(185) 217-3962","Advisor 5",2024,"2025-08-20 00:13:10.943657"
825,"Student 825","2024-11-26","Computer Science","0.57","student825@example.com","(684) 507-3900","825 Main St","New York","NY","80219","USA","Full-Time","11249.41",True,"1995-06-11","Contact 825","(977) 826-7981","Advisor 6",2025,"2025-08-20 00:13:10.943657"
826,"Student 826","2024-12-25","Mathematics","1.48","student826@example.com","(354) 544-5319","826 Main St","Los Angeles","CA","52392","USA","Part-Time","19377.14",False,"1995-12-06","Contact 826","(122) 707-1642","Advisor 7",2026,"2025-08-20 00:13:10.943657"
827,"Student 827","2024-10-21","Physics","3.79","student827@example.com","(738) 815-3962","827 Main St","Chicago","IL","66735","USA","On-Leave","29056.64",False,"1995-11-25","Contact 827","(647) 723-9112","Advisor 8",2027,"2025-08-20 00:13:10.943657"
828,"Student 828","2024-12-04","Biology","3.29","student828@example.com","(705) 877-5186","828 Main St","Houston","TX","73895","USA","Full-Time","11728.32",False,"1995-03-03","Contact 828","(544) 164-3923","Advisor 9",2024,"2025-08-20 00:13:10.943657"
829,"Student 829","2025-03-27","History","0.97","student829@example.com","(627) 162-4327","829 Main St","Phoenix","AZ","24645","USA","Part-Time","23024.80",False,"1995-11-18","Contact 829","(374) 932-7870","Advisor 10",2025,"2025-08-20 00:13:10.943657"
830,"Student 830","2025-01-03","Computer Science","0.11","student830@example.com","(741) 265-1400","830 Main St","New York","NY","23265","USA","On-Leave","6825.43",True,"1995-03-07","Contact 830","(382) 665-5995","Advisor 1",2026,"2025-08-20 00:13:10.943657"
831,"Student 831","2025-05-11","Mathematics","1.99","student831@example.com","(204) 482-2649","831 Main St","Los Angeles","CA","45174","USA","Full-Time","19758.01",False,"1995-10-07","Contact 831","(434) 268-4061","Advisor 2",2027,"2025-08-20 00:13:10.943657"
832,"Student 832","2025-06-07","Physics","1.89","student832@example.com","(187) 256-8128","832 Main St","Chicago","IL","58214","USA","Part-Time","28005.48",False,"1995-06-10","Contact 832","(155) 117-8298","Advisor 3",2024,"2025-08-20 00:13:10.943657"
833,"Student 833","2025-04-15","Biology","2.12","student833@example.com","(667) 415-6783","833 Main St","Houston","TX","70343","USA","On-Leave","15342.91",False,"1995-09-11","Contact 833","(422) 704-5485","Advisor 4",2025,"2025-08-20 00:13:10.943657"
834,"Student 834","2024-08-20","History","1.64","student834@example.com","(608) 943-5114","834 Main St","Phoenix","AZ","78219","USA","Full-Time","35909.63",False,"1995-12-24","Contact 834","(846) 325-5146","Advisor 5",2026,"2025-08-20 00:13:10.943657"
835,"Student 835","2025-06-25","Computer Science","3.41","student835@example.com","(587) 129-6275","835 Main St","New York","NY","64797","USA","Part-Time","26015.33",True,"1995-08-28","Contact 835","(956) 485-5849","Advisor 6",2027,"2025-08-20 00:13:10.943657"
836,"Student 836","2025-03-29","Mathematics","1.54","student836@example.com","(744) 124-1496","836 Main St","Los Angeles","CA","75102","USA","On-Leave","18082.77",False,"1995-01-18","Contact 836","(993) 265-0368","Advisor 7",2024,"2025-08-20 00:13:10.943657"
837,"Student 837","2024-11-23","Physics","2.95","student837@example.com","(222) 180-2722","837 Main St","Chicago","IL","17048","USA","Full-Time","16695.46",False,"1995-06-12","Contact 837","(736) 875-5729","Advisor 8",2025,"2025-08-20 00:13:10.943657"
838,"Student 838","2025-07-28","Biology","1.09","student838@example.com","(284) 717-5017","838 Main St","Houston","TX","80426","USA","Part-Time","11856.83",False,"1995-09-04","Contact 838","(989) 715-6157","Advisor 9",2026,"2025-08-20 00:13:10.943657"
839,"Student 839","2025-04-30","History","2.94","student839@example.com","(614) 690-2840","839 Main St","Phoenix","AZ","87388","USA","On-Leave","15689.57",False,"1995-05-15","Contact 839","(993) 243-0165","Advisor 10",2027,"2025-08-20 00:13:10.943657"
840,"Student 840","2024-12-07","Computer Science","2.42","student840@example.com","(925) 997-9233","840 Main St","New York","NY","55557","USA","Full-Time","15039.48",True,"1995-09-15","Contact 840","(563) 609-8163","Advisor 1",2024,"2025-08-20 00:13:10.943657"
841,"Student 841","2025-07-07","Mathematics","1.13","student841@example.com","(868) 332-8407","841 Main St","Los Angeles","CA","86865","USA","Part-Time","15022.37",False,"1995-04-23","Contact 841","(153) 121-6111","Advisor 2",2025,"2025-08-20 00:13:10.943657"
842,"Student 842","2025-07-01","Physics","0.74","student842@example.com","(403) 312-2921","842 Main St","Chicago","IL","93264","USA","On-Leave","33088.11",False,"1995-07-01","Contact 842","(784) 423-2237","Advisor 3",2026,"2025-08-20 00:13:10.943657"
843,"Student 843","2025-06-17","Biology","0.66","student843@example.com","(582) 701-6175","843 Main St","Houston","TX","51999","USA","Full-Time","47546.26",False,"1995-10-04","Contact 843","(456) 893-4003","Advisor 4",2027,"2025-08-20 00:13:10.943657"
844,"Student 844","2024-11-21","History","1.86","student844@example.com","(359) 259-6936","844 Main St","Phoenix","AZ","08656","USA","Part-Time","29737.27",False,"1995-06-25","Contact 844","(479) 854-4884","Advisor 5",2024,"2025-08-20 00:13:10.943657"
845,"Student 845","2025-01-30","Computer Science","2.77","student845@example.com","(132) 887-7372","845 Main St","New York","NY","90155","USA","On-Leave","2375.79",True,"1995-01-22","Contact 845","(438) 347-8367","Advisor 6",2025,"2025-08-20 00:13:10.943657"
846,"Student 846","2025-06-06","Mathematics","3.06","student846@example.com","(637) 870-9586","846 Main St","Los Angeles","CA","20180","USA","Full-Time","19044.75",False,"1995-08-19","Contact 846","(700) 209-6247","Advisor 7",2026,"2025-08-20 00:13:10.943657"
847,"Student 847","2025-04-15","Physics","1.83","student847@example.com","(966) 631-4481","847 Main St","Chicago","IL","73549","USA","Part-Time","12507.59",False,"1995-12-05","Contact 847","(493) 164-9618","Advisor 8",2027,"2025-08-20 00:13:10.943657"
848,"Student 848","2025-05-25","Biology","1.62","student848@example.com","(849) 720-5294","848 Main St","Houston","TX","39438","USA","On-Leave","35558.01",False,"1995-05-11","Contact 848","(210) 341-8091","Advisor 9",2024,"2025-08-20 00:13:10.943657"
849,"Student 849","2024-10-08","History","0.30","student849@example.com","(300) 960-2943","849 Main St","Phoenix","AZ","36747","USA","Full-Time","23967.24",False,"1995-04-15","Contact 849","(197) 536-6730","Advisor 10",2025,"2025-08-20 00:13:10.943657"
850,"Student 850","2025-02-13","Computer Science","3.00","student850@example.com","(946) 430-2888","850 Main St","New York","NY","12077","USA","Part-Time","11561.07",True,"1995-04-02","Contact 850","(823) 510-5593","Advisor 1",2026,"2025-08-20 00:13:10.943657"
851,"Student 851","2025-02-10","Mathematics","0.25","student851@example.com","(802) 233-0731","851 Main St","Los Angeles","CA","99718","USA","On-Leave","14726.17",False,"1995-10-27","Contact 851","(563) 900-3264","Advisor 2",2027,"2025-08-20 00:13:10.943657"
852,"Student 852","2025-01-17","Physics","3.37","student852@example.com","(756) 403-7772","852 Main St","Chicago","IL","76629","USA","Full-Time","26160.77",False,"1995-08-20","Contact 852","(847) 380-0181","Advisor 3",2024,"2025-08-20 00:13:10.943657"
853,"Student 853","2025-01-05","Biology","2.78","student853@example.com","(118) 177-0901","853 Main St","Houston","TX","26452","USA","Part-Time","47047.71",False,"1995-11-20","Contact 853","(559) 897-9446","Advisor 4",2025,"2025-08-20 00:13:10.943657"
854,"Student 854","2024-08-29","History","0.98","student854@example.com","(202) 468-9237","854 Main St","Phoenix","AZ","34626","USA","On-Leave","5682.08",False,"1995-01-05","Contact 854","(422) 322-6393","Advisor 5",2026,"2025-08-20 00:13:10.943657"
855,"Student 855","2024-10-16","Computer Science","0.42","student855@example.com","(709) 984-0698","855 Main St","New York","NY","33525","USA","Full-Time","21146.68",True,"1995-06-04","Contact 855","(300) 964-3795","Advisor 6",2027,"2025-08-20 00:13:10.943657"
856,"Student 856","2024-10-15","Mathematics","1.79","student856@example.com","(922) 304-2295","856 Main St","Los Angeles","CA","87179","USA","Part-Time","22063.98",False,"1995-04-10","Contact 856","(356) 704-8293","Advisor 7",2024,"2025-08-20 00:13:10.943657"
857,"Student 857","2024-11-29","Physics","1.60","student857@example.com","(261) 817-4358","857 Main St","Chicago","IL","16588","USA","On-Leave","10478.13",False,"1995-10-01","Contact 857","(226) 399-1012","Advisor 8",2025,"2025-08-20 00:13:10.943657"
858,"Student 858","2025-01-05","Biology","0.14","student858@example.com","(974) 678-1887","858 Main St","Houston","TX","46905","USA","Full-Time","29805.56",False,"1995-01-01","Contact 858","(193) 199-9937","Advisor 9",2026,"2025-08-20 00:13:10.943657"
859,"Student 859","2025-01-31","History","1.09","student859@example.com","(843) 347-7566","859 Main St","Phoenix","AZ","87622","USA","Part-Time","42939.74",False,"1995-06-19","Contact 859","(290) 953-9862","Advisor 10",2027,"2025-08-20 00:13:10.943657"
860,"Student 860","2024-11-13","Computer Science","0.91","student860@example.com","(906) 596-2037","860 Main St","New York","NY","38900","USA","On-Leave","28543.82",True,"1995-08-03","Contact 860","(951) 528-8253","Advisor 1",2024,"2025-08-20 00:13:10.943657"
861,"Student 861","2025-05-22","Mathematics","3.42","student861@example.com","(904) 248-4012","861 Main St","Los Angeles","CA","16705","USA","Full-Time","6197.72",False,"1995-11-18","Contact 861","(684) 300-2593","Advisor 2",2025,"2025-08-20 00:13:10.943657"
862,"Student 862","2025-02-01","Physics","2.08","student862@example.com","(645) 578-1284","862 Main St","Chicago","IL","53218","USA","Part-Time","3836.95",False,"1995-07-08","Contact 862","(707) 965-0983","Advisor 3",2026,"2025-08-20 00:13:10.943657"
863,"Student 863","2025-07-07","Biology","3.46","student863@example.com","(911) 218-8757","863 Main St","Houston","TX","47431","USA","On-Leave","8253.47",False,"1995-02-07","Contact 863","(238) 448-3687","Advisor 4",2027,"2025-08-20 00:13:10.943657"
864,"Student 864","2025-06-02","History","2.02","student864@example.com","(657) 452-3855","864 Main St","Phoenix","AZ","02437","USA","Full-Time","5695.47",False,"1995-05-26","Contact 864","(380) 277-0440","Advisor 5",2024,"2025-08-20 00:13:10.943657"
865,"Student 865","2024-12-15","Computer Science","0.85","student865@example.com","(621) 473-1417","865 Main St","New York","NY","85857","USA","Part-Time","40533.22",True,"1995-01-24","Contact 865","(452) 470-4325","Advisor 6",2025,"2025-08-20 00:13:10.943657"
866,"Student 866","2025-05-21","Mathematics","0.59","student866@example.com","(652) 912-7382","866 Main St","Los Angeles","CA","13519","USA","On-Leave","23885.83",False,"1995-11-06","Contact 866","(868) 266-6593","Advisor 7",2026,"2025-08-20 00:13:10.943657"
867,"Student 867","2025-01-06","Physics","0.14","student867@example.com","(524) 480-1184","867 Main St","Chicago","IL","39539","USA","Full-Time","19481.50",False,"1995-10-21","Contact 867","(814) 220-2879","Advisor 8",2027,"2025-08-20 00:13:10.943657"
868,"Student 868","2025-06-18","Biology","2.07","student868@example.com","(166) 756-1987","868 Main St","Houston","TX","48209","USA","Part-Time","30639.36",False,"1995-07-01","Contact 868","(303) 553-2990","Advisor 9",2024,"2025-08-20 00:13:10.943657"
869,"Student 869","2025-04-29","History","2.29","student869@example.com","(146) 362-5102","869 Main St","Phoenix","AZ","42713","USA","On-Leave","41230.64",False,"1995-05-13","Contact 869","(655) 301-3743","Advisor 10",2025,"2025-08-20 00:13:10.943657"
870,"Student 870","2024-10-21","Computer Science","1.37","student870@example.com","(533) 266-1562","870 Main St","New York","NY","00359","USA","Full-Time","2819.96",True,"1995-09-24","Contact 870","(298) 373-6314","Advisor 1",2026,"2025-08-20 00:13:10.943657"
871,"Student 871","2024-09-15","Mathematics","0.50","student871@example.com","(855) 840-2910","871 Main St","Los Angeles","CA","64622","USA","Part-Time","38462.11",False,"1995-07-07","Contact 871","(565) 917-9477","Advisor 2",2027,"2025-08-20 00:13:10.943657"
872,"Student 872","2025-06-22","Physics","2.60","student872@example.com","(897) 972-6496","872 Main St","Chicago","IL","69944","USA","On-Leave","21854.61",False,"1995-07-26","Contact 872","(430) 308-1894","Advisor 3",2024,"2025-08-20 00:13:10.943657"
873,"Student 873","2024-09-07","Biology","3.22","student873@example.com","(976) 261-5915","873 Main St","Houston","TX","94650","USA","Full-Time","3023.52",False,"1995-08-09","Contact 873","(885) 136-6251","Advisor 4",2025,"2025-08-20 00:13:10.943657"
874,"Student 874","2024-12-01","History","2.69","student874@example.com","(672) 554-9513","874 Main St","Phoenix","AZ","64347","USA","Part-Time","16250.08",False,"1995-01-22","Contact 874","(559) 987-9459","Advisor 5",2026,"2025-08-20 00:13:10.943657"
875,"Student 875","2025-02-11","Computer Science","0.94","student875@example.com","(300) 746-8484","875 Main St","New York","NY","23274","USA","On-Leave","8249.01",True,"1995-06-23","Contact 875","(106) 194-6320","Advisor 6",2027,"2025-08-20 00:13:10.943657"
876,"Student 876","2025-03-27","Mathematics","1.64","student876@example.com","(317) 652-3441","876 Main St","Los Angeles","CA","84136","USA","Full-Time","24256.35",False,"1995-04-25","Contact 876","(314) 427-3553","Advisor 7",2024,"2025-08-20 00:13:10.943657"
877,"Student 877","2025-05-19","Physics","0.02","student877@example.com","(800) 639-3634","877 Main St","Chicago","IL","58027","USA","Part-Time","27803.25",False,"1995-09-11","Contact 877","(352) 827-4679","Advisor 8",2025,"2025-08-20 00:13:10.943657"
878,"Student 878","2025-07-13","Biology","1.50","student878@example.com","(703) 541-7119","878 Main St","Houston","TX","89084","USA","On-Leave","30068.90",False,"1995-08-28","Contact 878","(282) 177-7855","Advisor 9",2026,"2025-08-20 00:13:10.943657"
879,"Student 879","2025-04-20","History","0.28","student879@example.com","(362) 215-9237","879 Main St","Phoenix","AZ","06138","USA","Full-Time","30994.08",False,"1995-05-07","Contact 879","(995) 972-1816","Advisor 10",2027,"2025-08-20 00:13:10.943657"
880,"Student 880","2025-02-06","Computer Science","2.31","student880@example.com","(748) 186-2308","880 Main St","New York","NY","52699","USA","Part-Time","26218.90",True,"1995-05-03","Contact 880","(845) 870-8287","Advisor 1",2024,"2025-08-20 00:13:10.943657"
881,"Student 881","2025-01-25","Mathematics","0.58","student881@example.com","(232) 205-3410","881 Main St","Los Angeles","CA","98850","USA","On-Leave","43716.25",False,"1995-04-03","Contact 881","(355) 479-5679","Advisor 2",2025,"2025-08-20 00:13:10.943657"
882,"Student 882","2024-10-29","Physics","1.14","student882@example.com","(340) 234-3071","882 Main St","Chicago","IL","62731","USA","Full-Time","7624.82",False,"1995-05-13","Contact 882","(589) 465-1494","Advisor 3",2026,"2025-08-20 00:13:10.943657"
883,"Student 883","2024-10-08","Biology","1.21","student883@example.com","(715) 548-2057","883 Main St","Houston","TX","02827","USA","Part-Time","31268.16",False,"1995-05-22","Contact 883","(744) 223-8199","Advisor 4",2027,"2025-08-20 00:13:10.943657"
884,"Student 884","2024-11-27","History","0.35","student884@example.com","(785) 607-7543","884 Main St","Phoenix","AZ","50609","USA","On-Leave","6475.46",False,"1995-08-09","Contact 884","(294) 907-7379","Advisor 5",2024,"2025-08-20 00:13:10.943657"
885,"Student 885","2024-09-29","Computer Science","3.83","student885@example.com","(184) 454-6556","885 Main St","New York","NY","08168","USA","Full-Time","21445.97",True,"1995-03-09","Contact 885","(782) 646-9462","Advisor 6",2025,"2025-08-20 00:13:10.943657"
886,"Student 886","2024-12-14","Mathematics","1.48","student886@example.com","(724) 305-4882","886 Main St","Los Angeles","CA","10931","USA","Part-Time","43938.24",False,"1995-01-06","Contact 886","(974) 571-8292","Advisor 7",2026,"2025-08-20 00:13:10.943657"
887,"Student 887","2024-10-26","Physics","0.44","student887@example.com","(112) 965-0990","887 Main St","Chicago","IL","56589","USA","On-Leave","29386.51",False,"1995-04-23","Contact 887","(685) 643-7132","Advisor 8",2027,"2025-08-20 00:13:10.943657"
888,"Student 888","2025-01-23","Biology","2.89","student888@example.com","(688) 491-1223","888 Main St","Houston","TX","26579","USA","Full-Time","4361.05",False,"1995-07-27","Contact 888","(993) 224-8565","Advisor 9",2024,"2025-08-20 00:13:10.943657"
889,"Student 889","2025-03-08","History","0.43","student889@example.com","(974) 733-5993","889 Main St","Phoenix","AZ","31340","USA","Part-Time","47342.76",False,"1995-04-01","Contact 889","(248) 723-0167","Advisor 10",2025,"2025-08-20 00:13:10.943657"
890,"Student 890","2025-07-10","Computer Science","3.40","student890@example.com","(728) 177-6086","890 Main St","New York","NY","17432","USA","On-Leave","42421.37",True,"1995-10-11","Contact 890","(187) 719-0057","Advisor 1",2026,"2025-08-20 00:13:10.943657"
891,"Student 891","2025-06-22","Mathematics","2.91","student891@example.com","(544) 480-4885","891 Main St","Los Angeles","CA","71144","USA","Full-Time","47151.92",False,"1995-07-04","Contact 891","(978) 557-4937","Advisor 2",2027,"2025-08-20 00:13:10.943657"
892,"Student 892","2024-11-23","Physics","3.38","student892@example.com","(509) 721-1221","892 Main St","Chicago","IL","35408","USA","Part-Time","10435.65",False,"1995-01-20","Contact 892","(293) 898-2490","Advisor 3",2024,"2025-08-20 00:13:10.943657"
893,"Student 893","2024-12-12","Biology","3.97","student893@example.com","(589) 243-8808","893 Main St","Houston","TX","16854","USA","On-Leave","26697.19",False,"1995-02-27","Contact 893","(714) 174-9591","Advisor 4",2025,"2025-08-20 00:13:10.943657"
894,"Student 894","2025-03-30","History","3.03","student894@example.com","(798) 238-1960","894 Main St","Phoenix","AZ","48538","USA","Full-Time","22026.37",False,"1995-06-22","Contact 894","(757) 332-9911","Advisor 5",2026,"2025-08-20 00:13:10.943657"
895,"Student 895","2024-11-12","Computer Science","2.36","student895@example.com","(908) 941-7971","895 Main St","New York","NY","54097","USA","Part-Time","8268.58",True,"1995-10-16","Contact 895","(156) 365-2191","Advisor 6",2027,"2025-08-20 00:13:10.943657"
896,"Student 896","2025-02-19","Mathematics","1.98","student896@example.com","(439) 306-4198","896 Main St","Los Angeles","CA","21151","USA","On-Leave","5541.76",False,"1995-06-16","Contact 896","(913) 392-9321","Advisor 7",2024,"2025-08-20 00:13:10.943657"
897,"Student 897","2025-06-13","Physics","2.61","student897@example.com","(905) 404-0797","897 Main St","Chicago","IL","18068","USA","Full-Time","31711.70",False,"1995-09-18","Contact 897","(860) 392-3011","Advisor 8",2025,"2025-08-20 00:13:10.943657"
898,"Student 898","2025-01-06","Biology","0.74","student898@example.com","(356) 553-0253","898 Main St","Houston","TX","74412","USA","Part-Time","38122.94",False,"1995-01-08","Contact 898","(133) 684-7230","Advisor 9",2026,"2025-08-20 00:13:10.943657"
899,"Student 899","2024-11-14","History","0.98","student899@example.com","(846) 854-4120","899 Main St","Phoenix","AZ","79526","USA","On-Leave","40332.61",False,"1995-04-30","Contact 899","(556) 406-9433","Advisor 10",2027,"2025-08-20 00:13:10.943657"
900,"Student 900","2025-02-27","Computer Science","1.33","student900@example.com","(375) 655-9777","900 Main St","New York","NY","12298","USA","Full-Time","30230.71",True,"1995-01-24","Contact 900","(388) 137-5942","Advisor 1",2024,"2025-08-20 00:13:10.943657"
901,"Student 901","2024-11-06","Mathematics","2.26","student901@example.com","(450) 332-5640","901 Main St","Los Angeles","CA","98251","USA","Part-Time","2981.66",False,"1995-01-14","Contact 901","(932) 885-6220","Advisor 2",2025,"2025-08-20 00:13:10.943657"
902,"Student 902","2025-04-29","Physics","0.51","student902@example.com","(641) 190-2026","902 Main St","Chicago","IL","61849","USA","On-Leave","7660.71",False,"1995-01-25","Contact 902","(292) 598-5963","Advisor 3",2026,"2025-08-20 00:13:10.943657"
903,"Student 903","2024-12-29","Biology","2.05","student903@example.com","(405) 792-8817","903 Main St","Houston","TX","08798","USA","Full-Time","18196.40",False,"1995-06-01","Contact 903","(580) 485-3955","Advisor 4",2027,"2025-08-20 00:13:10.943657"
904,"Student 904","2025-02-14","History","1.43","student904@example.com","(507) 813-3174","904 Main St","Phoenix","AZ","83822","USA","Part-Time","47302.94",False,"1995-12-11","Contact 904","(457) 107-7043","Advisor 5",2024,"2025-08-20 00:13:10.943657"
905,"Student 905","2025-03-29","Computer Science","1.83","student905@example.com","(208) 466-1024","905 Main St","New York","NY","31146","USA","On-Leave","3264.83",True,"1995-11-09","Contact 905","(679) 812-5225","Advisor 6",2025,"2025-08-20 00:13:10.943657"
906,"Student 906","2025-07-22","Mathematics","1.32","student906@example.com","(388) 725-8558","906 Main St","Los Angeles","CA","02002","USA","Full-Time","32992.68",False,"1995-10-14","Contact 906","(840) 710-6453","Advisor 7",2026,"2025-08-20 00:13:10.943657"
907,"Student 907","2025-06-24","Physics","0.14","student907@example.com","(412) 993-0192","907 Main St","Chicago","IL","39703","USA","Part-Time","30426.49",False,"1995-02-02","Contact 907","(418) 216-5241","Advisor 8",2027,"2025-08-20 00:13:10.943657"
908,"Student 908","2024-11-01","Biology","3.41","student908@example.com","(988) 510-5462","908 Main St","Houston","TX","74731","USA","On-Leave","207.94",False,"1995-07-21","Contact 908","(545) 678-9544","Advisor 9",2024,"2025-08-20 00:13:10.943657"
909,"Student 909","2025-03-13","History","0.94","student909@example.com","(381) 836-0333","909 Main St","Phoenix","AZ","04847","USA","Full-Time","30465.18",False,"1995-02-13","Contact 909","(363) 151-3632","Advisor 10",2025,"2025-08-20 00:13:10.943657"
910,"Student 910","2024-10-28","Computer Science","2.65","student910@example.com","(274) 607-3160","910 Main St","New York","NY","59300","USA","Part-Time","39004.69",True,"1995-08-18","Contact 910","(115) 570-1199","Advisor 1",2026,"2025-08-20 00:13:10.943657"
911,"Student 911","2025-04-08","Mathematics","0.22","student911@example.com","(336) 949-7874","911 Main St","Los Angeles","CA","44552","USA","On-Leave","26473.38",False,"1995-06-10","Contact 911","(209) 118-2718","Advisor 2",2027,"2025-08-20 00:13:10.943657"
912,"Student 912","2025-04-29","Physics","2.74","student912@example.com","(207) 537-6844","912 Main St","Chicago","IL","54843","USA","Full-Time","7499.09",False,"1995-06-03","Contact 912","(269) 645-8507","Advisor 3",2024,"2025-08-20 00:13:10.943657"
913,"Student 913","2025-04-09","Biology","1.75","student913@example.com","(826) 300-6909","913 Main St","Houston","TX","33567","USA","Part-Time","29913.28",False,"1995-04-25","Contact 913","(610) 857-6811","Advisor 4",2025,"2025-08-20 00:13:10.943657"
